fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPeople,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeople,Associated Authorities,"",Associated people,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeople,string,n,n,y,authority,concept/associated,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPeopleType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleType,Associated Authorities,"",Associated people relationship/type,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleType,string,n,n,y,vocabulary,assocauthorityrelationtype,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPeopleStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleStructuredDateGroup,Associated Authorities,"",Associated people date,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPeopleCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleCitation,Associated Authorities,"",Associated people citation,assocPeopleAuthGroupList > assocPeopleAuthGroup > assocPeopleCitations,assocPeopleCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPeopleNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleNote,Associated Authorities,"",Associated people note,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocOrganization,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganization,Associated Authorities,"",Associated organization,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganization,string,n,n,y,authority,organization/local; organization/ulan,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocOrganizationType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationType,Associated Authorities,"",Associated organization relationship/type,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationType,string,n,n,y,vocabulary,assocauthorityrelationtype,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocOrganizationStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationStructuredDateGroup,Associated Authorities,"",Associated organization date,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocOrganizationCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationCitation,Associated Authorities,"",Associated organization citation,assocOrganizationAuthGroupList > assocOrganizationAuthGroup > assocOrganizationCitations,assocOrganizationCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocOrganizationNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationNote,Associated Authorities,"",Associated organization note,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocConcept,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConcept,Associated Authorities,"",Associated concept,assocConceptAuthGroupList > assocConceptAuthGroup,assocConcept,string,n,n,y,authority,concept/activity; concept/associated; concept/material; concept/nomenclature; concept/occasion,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocConceptType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptType,Associated Authorities,"",Associated concept relationship/type,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptType,string,n,n,y,vocabulary,assocauthorityrelationtype,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocConceptStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptStructuredDateGroup,Associated Authorities,"",Associated concept date,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocConceptCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptCitation,Associated Authorities,"",Associated concept citation,assocConceptAuthGroupList > assocConceptAuthGroup > assocConceptCitations,assocConceptCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocConceptNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptNote,Associated Authorities,"",Associated concept note,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPlace,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlace,Associated Authorities,"",Associated place,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlace,string,n,n,y,authority,place/local; place/tgn,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPlaceType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceType,Associated Authorities,"",Associated place relationship/type,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceType,string,n,n,y,vocabulary,assocauthorityrelationtype,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPlaceStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceStructuredDateGroup,Associated Authorities,"",Associated place date,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPlaceCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceCitation,Associated Authorities,"",Associated place citation,assocPlaceAuthGroupList > assocPlaceAuthGroup > assocPlaceCitations,assocPlaceCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPlaceNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceNote,Associated Authorities,"",Associated place note,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocChronology,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronology,Associated Authorities,"",Associated event/era,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronology,string,n,n,y,authority,chronology/era; chronology/event,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocChronologyType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronologyType,Associated Authorities,"",Associated event/era relationship/type,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyType,string,n,n,y,vocabulary,assocauthorityrelationtype,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocChronologyStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronologyStructuredDateGroup,Associated Authorities,"",Associated event/era date,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocChronologyCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronologyCitation,Associated Authorities,"",Associated event/era citation,assocChronologyAuthGroupList > assocChronologyAuthGroup > assocChronologyCitations,assocChronologyCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocChronologyNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronologyNote,Associated Authorities,"",Associated event/era note,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common requestNumber,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.requestNumber,Repatriation Request Information,"",Repatriation request number,"",requestNumber,string,y,n,n/a,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common title,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.title,Repatriation Request Information,"",Title,"",title,string,n,n,n/a,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common type,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.type,Repatriation Request Information,"",Type,types,type,string,n,y,n,vocabulary,repatriationrequesttype,""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common alternativeIdentifier,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.alternativeIdentifier,Repatriation Request Information,"",Alternative identifier,alternativeIdentifierGroupList > alternativeIdentifierGroup,alternativeIdentifier,string,n,n,y,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common alternativeIdentifierNote,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.alternativeIdentifierNote,Repatriation Request Information,"",Alternative identifier note,alternativeIdentifierGroupList > alternativeIdentifierGroup,alternativeIdentifierNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common requestDate,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.requestDate,Repatriation Request Information,"",Origination date,"",requestDate,date,n,n,n/a,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common note,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.note,Repatriation Request Information,"",Note,notes,note,string,n,y,n,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common treatmentNote,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.treatmentNote,Repatriation Request Information,"",Treatment note,treatmentNotes,treatmentNote,string,n,y,n,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common involvedParty,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.involvedParty,Repatriation Request Information,"",Parties involved person,partiesInvolvedGroupList > partiesInvolvedGroup,involvedParty,string,n,n,y,authority,person/local,""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common involvedOnBehalfOf,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.involvedOnBehalfOf,Repatriation Request Information,"",Parties involved on behalf of,partiesInvolvedGroupList > partiesInvolvedGroup,involvedOnBehalfOf,string,n,n,y,authority,organization/local,""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common involvedRole,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.involvedRole,Repatriation Request Information,"",Parties involved role,partiesInvolvedGroupList > partiesInvolvedGroup,involvedRole,string,n,n,y,vocabulary,nagprainvolvedrole,""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common geographicPlace,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.geographicPlace,Repatriation Request Context,"",Place represented name,geographicPlaceGroupList > geographicPlaceGroup,geographicPlace,string,n,n,y,authority,place/local,""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common geographicPlaceNote,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.geographicPlaceNote,Repatriation Request Context,"",Place represented note,geographicPlaceGroupList > geographicPlaceGroup,geographicPlaceNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common culture,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.culture,Repatriation Request Context,"",Cultural group name,culturalGroupList > culturalGroup,culture,string,n,n,y,authority,concept/ethculture; concept/archculture,""
core_10-0-0-fd57a64 repatriationrequest ns2:repatriationrequests_common cultureNote,core_10-0-0-fd57a64,repatriationrequest,ns2:repatriationrequests_common,ns2:repatriationrequests_common,repatriationrequests_common.cultureNote,Repatriation Request Context,"",Cultural group note,culturalGroupList > culturalGroup,cultureNote,string,n,n,y,"","",""
